sep=|
Flow|Field #|Beginning Location|Length|Contents|Name|Code Structure Description|IJE Only|VRDR Profile|Field|Encoding|Comments
Fetal Death|161|554|1|Congenital Anomalies of the Fetus--Gastroschisis(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|GAST|"Y| N| U"|||||
Fetal Death|162|555|1|Congenital Anomalies of the Fetus--Limb Reduction Defect(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|LIMB|"Y| N| U"|||||
Fetal Death|163|556|1|Congenital Anomalies of the Fetus--Cleft Lip with or without Cleft Palate(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|CL|"Y| N| U"|||||
Fetal Death|164|557|1|Congenital Anomalies of the Fetus--Cleft Palate Alone(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|CP|"Y| N| U"|||||
Fetal Death|165|558|1|Congenital Anomalies of the Fetus--Down Syndrome(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DOWT|"C = Confirmed
P = Pending
N = No
U = Unknown"|||||
Fetal Death|166|559|1|Congenital Anomalies of the Fetus--Suspected Chromosomal disorder(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|CDIT|"C = Confirmed
P = Pending
N = No
U = Unknown"|||||
Fetal Death|167|560|1|Congenital Anomalies of the Fetus--Hypospadias(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|HYPO|"Y = Yes
N = No
U = Unknown"|||||
Fetal Death|168|561|4|NCHS USE ONLY: Receipt date -- Year|R_YR|>=year of delivery|||||
Fetal Death|169|565|2|NCHS USE ONLY: Receipt date -- Month|R_MO|01-12|||||
Fetal Death|170|567|2|NCHS USE ONLY: Receipt date -- Day|R_DY|01-31 (based on month)|||||
Fetal Death|171|569|2|Mother's Reported Age|MAGER|"00-98| 99"|||||
Fetal Death|172|571|2|Father's Reported Age|FAGER|"00-98| 99"|||||
Fetal Death|173|573|1|Risk Factors--Hypertension Eclampsia (added after 2004)|EHYPE|"Y| N| U  (BLANK IF NOT ADDED)"|||||
Fetal Death|174|574|1|Risk Factors--Infertility: Fertility Enhancing Drugs (added after 2004)|INFT_DRG|"Y = Yes (BLANK IF NOT ADDED)
N = No
X = Not Applicable
U = Unknown"|||||
Fetal Death|175|575|1|Risk Factors--Infertility: Asst. Rep. Technology (added after 2004)|INFT_ART|"Y| N| X| U  (BLANK IF NOT ADDED)"|||||
Fetal Death|176|576|4|Date of Registration--Year|DOR_YR|"4 digit year; >=year of delivery| Blank (Date of Registration must be a valid date or entirely blank; no portions of the date may be unknown)"|||||
Fetal Death|177|580|2|Date of Registration--Month|DOR_MO|"01-12| Blank"|||||
Fetal Death|178|582|2|Date of Registration--Day|DOR_DY|"01-31 (based on month)| Blank"|||||
Fetal Death|179|584|3|FILLER||BLANK|||||
Fetal Death|180|587|1|Initiating cause/condition - Rupture of membranes prior to onset of labor|COD18a1|"Y = Yes
N = No"|||||
Fetal Death|181|588|1|Initiating cause/condition - Abruptio placenta|COD18a2|"Y| N"|||||
Fetal Death|182|589|1|Initiating cause/condition - Placental insufficiency|COD18a3|"Y| N"|||||
Fetal Death|183|590|1|Initiating cause/condition - Prolapsed cord|COD18a4|"Y| N"|||||
Fetal Death|184|591|1|Initiating cause/condition - Chorioamnionitis|COD18a5|"Y| N"|||||
Fetal Death|185|592|1|"Initiating cause/condition - Other complications of placenta| cord| or membranes"|COD18a6|"Y| N"|||||
Fetal Death|186|593|1|Initiating cause/condition - Unknown|COD18a7|"Y| N"|||||
Fetal Death|187|594|60|Initiating cause/condition - Maternal conditions/diseases literal|COD18a8|Literal text or Blank|||||
Fetal Death|188|654|60|"Initiating cause/condition - Other complications of placenta| cord| or membranes literal"|COD18a9|Literal text or Blank|||||
Fetal Death|189|714|60|Initiating cause/condition - Other obstetrical or pregnancy complications literal|COD18a10|Literal text or Blank|||||
Fetal Death|190|774|60|Initiating cause/condition - Fetal anomaly literal|COD18a11|Literal text or Blank|||||
Fetal Death|191|834|60|Initiating cause/condition - Fetal injury literal|COD18a12|Literal text or Blank|||||
Fetal Death|192|894|60|Initiating cause/condition - Fetal infection literal|COD18a13|Literal text or Blank|||||
Fetal Death|193|954|60|Initiating cause/condition - Other fetal conditions/disorders literal|COD18a14|Literal text or Blank|||||
Fetal Death|194|1014|1|Other significant causes or conditions - Rupture of membranes prior to onset of labor|COD18b1|"Y = Yes
N = No"|||||
Fetal Death|195|1015|1|Other significant causes or conditions - Abruptio placenta|COD18b2|"Y| N"|||||
Fetal Death|196|1016|1|Other significant causes or conditions  - Placental insufficiency|COD18b3|"Y| N"|||||
Fetal Death|197|1017|1|Other significant causes or conditions - Prolapsed cord|COD18b4|"Y| N"|||||
Fetal Death|198|1018|1|Other significant causes or conditions - Chorioamnionitis|COD18b5|"Y| N"|||||
Fetal Death|199|1019|1|"Other significant causes or conditions - Other complications of placenta| cord| or membranes"|COD18b6|"Y| N"|||||
Fetal Death|200|1020|1|Other significant causes or conditions - Unknown|COD18b7|"Y| N"|||||
Fetal Death|201|1021|240|Other significant causes or conditions - Maternal conditions/diseases literal|COD18b8|Literal text or Blank|||||
Fetal Death|202|1261|240|"Other significant causes or conditions - Other complications of placenta| cord| or membranes literal"|COD18b9|Literal text or Blank|||||
Fetal Death|203|1501|240|Other significant causes or conditions - Other obstetrical or pregnancy complications literal|COD18b10|Literal text or Blank|||||
Fetal Death|204|1741|240|Other significant causes or conditions - Fetal anomaly literal|COD18b11|Literal text or Blank|||||
Fetal Death|205|1981|240|Other significant causes or conditions - Fetal injury literal|COD18b12|Literal text or Blank|||||
Fetal Death|206|2221|240|Other significant causes or conditions - Fetal infection literal|COD18b13|Literal text or Blank|||||
Fetal Death|207|2461|240|Other significant causes or conditions - Other fetal conditions/disorders literal|COD18b14|Literal text or Blank|||||
Fetal Death|208|2701|5|Coded initiating cause/condition|ICOD|ICD-10 code|||||
Fetal Death|209|2706|5|Coded other significant causes or conditions- first mentioned|OCOD1|"ICD-10 code| blank"|||||
Fetal Death|210|2711|5|Coded other significant causes or conditions- second mentioned|OCOD2|"ICD-10 code| blank"|||||
Fetal Death|211|2716|5|Coded other significant causes or conditions- third mentioned|OCOD3|"ICD-10 code| blank"|||||
Fetal Death|212|2721|5|Coded other significant causes or conditions- fourth mentioned|OCOD4|"ICD-10 code| blank"|||||
Fetal Death|213|2726|5|Coded other significant causes or conditions- fifth mentioned|OCOD5|"ICD-10 code| blank"|||||
Fetal Death|214|2731|5|Coded other significant causes or conditions- sixth mentioned|OCOD6|"ICD-10 code| blank"|||||
Fetal Death|215|2736|5|Coded other significant causes or conditions- seventh mentioned|OCOD7|"ICD-10 code| blank"|||||
Fetal Death|"Additional NCHS and State Specific Data Items for Interjurisdictional Exchange
Fields 247-258 are required by NCHS as of 01/01/2022. Provide other information as allowable.                                                                              Unavailable/unshared fields should be blank except where noted."||||||||||
Fetal Death|216|2741|1|Infections Present--Genital Herpes (Subcategory in position 504)|HSV1|"Y| N| U"|||||
Fetal Death|217|2742|1|Infections Present--HIV|HIV|"Y| N| U"|||||
Fetal Death|218|2743|1|Alcohol Used?|ALCOHOL|"Y| N| U"|||||
Fetal Death|219|2744|50|Fetus First Name|FETFNAME|Free form literal|||||
Fetal Death|220|2794|50|Fetus Middle Name|FETMNAME|Free form literal|||||
Fetal Death|221|2844|50|Fetus Last Name|FETLNAME|Free form literal|||||
Fetal Death|222|2894|10|Fetus Surname Suffix|SUFFIX|Valid suffix|||||
Fetal Death|223|2904|1|Fetus Legal Name--Alias|ALIAS|"0 = Original Record| 1 = Alias Record"|||||
Fetal Death|224|2905|50|Name of Delivery Facility|HOSP_D|Delivery facility name literal|||||
Fetal Death|225|2955|10|Place of Delivery Street number|STNUM_D|parsed delivery address|||||
Fetal Death|226|2965|10|Place of Delivery Pre Directional|PREDIR_D||||||
Fetal Death|227|2975|50|Place of Delivery Street name|STNAME_D||||||
Fetal Death|228|3025|10|Place of Delivery Street designator|STDESIG_D||||||
Fetal Death|229|3035|10|Place of Delivery Post Directional|POSTDIR_D||||||
Fetal Death|230|3045|7|Place of Delivery Unit or Apartment Number|APTNUMB_D||||||
Fetal Death|231|3052|50|Place of Delivery Street Address|ADDRESS_D|"The item is made up of one long string that includes Street number| Pre Directional| Street name| Street designator| Post Directional| and Unit or Apartment Number. Jurisdiction should use version of Place of Delivery address that's used in their system versus reprogramming."|||||
Fetal Death|232|3102|9|Place of Delivery Zip code and Zip+4|ZIPCODE_D|"Valid 5+4 digit zipcode; 3 space 3 for Canada; unknown portion left blank; do not include the ""-"""|||||
Fetal Death|233|3111|28|Place of Delivery County (literal)|CNTY_D|Valid county literal or blank if unknown|||||
Fetal Death|234|3139|28|Place of Delivery City/Town/Place (literal) |CITY_D|Valid city/town/place literal or blank if unknown|||||
Fetal Death|235|3167|28|"State| U.S. Territory or Canadian Province of Place of Delivery - literal"|STATE_D|"valid state| U.S. territory or Canadian province literal| otherwise blank"|||||
Fetal Death|236|3195|28|Place of Delivery Country (literal)|COUNTRY_D|Valid country literal or blank if unknown|||||
Fetal Death|237|3223|17|Place of Delivery Longitude|LONG_D|"As coded by state of occurrence.  Commonly coded with space for a negative sign followed by 3 bytes| a decimal divider| and 6 decimal places"|||||
Fetal Death|238|3240|17|Place of Delivery Latitude|LAT_D|"As coded by state of occurrence.  Commonly coded with space for a negative sign followed by 2 bytes| a decimal divider| and 6 decimal places"|||||
Fetal Death|239|3257|50|Mother's Legal First Name|MOMFNAME|Free form literal|||||
Fetal Death|240|3307|50|Mother's Legal Middle Name|MOMMNAME|Free form literal|||||
Fetal Death|241|3357|50|Mother's Legal Last Name|MOMLNAME|Free form literal|||||
Fetal Death|242|3407|10|Mother's Legal Surname Suffix|MOMSUFFIX|Free form literal|||||
Fetal Death|243|3417|50|Mother's First Maiden Name|MOMFMNME|Free form literal|||||
Fetal Death|244|3467|50|Mother's Middle Maiden Name|MOMMMID|Free form literal|||||
Fetal Death|245|3517|50|Mother's Last Maiden Name|MOMMAIDN|Free form literal|||||
Fetal Death|246|3567|10|Mother's Maiden Surname Suffix|MOMMSUFFIX|Valid suffix|||||
Fetal Death|247|3577|10|Mother's Residence Street number|STNUM|parsed residence address|||||
Fetal Death|248|3587|10|Mother's Residence Pre Directional|PREDIR||||||
Fetal Death|249|3597|50|Mother's Residence Street name|STNAME||||||
Fetal Death|250|3647|10|Mother's Residence Street designator|STDESIG||||||
Fetal Death|251|3657|10|Mother's Residence Post Directional|POSTDIR||||||
Fetal Death|252|3667|7|Mother's Residence Unit or Apartment Number|APTNUMB||||||
Fetal Death|253|3674|50|Mother's Residence Street Address|ADDRESS|"The item is made up of one long string that includes Street number| Pre Directional| Street name| Street designator| Post Directional| and Unit or Apartment Number. Jurisdiction should use version of Mother's Residence address that's used in their system versus reprogramming."|||||
Fetal Death|254|3724|9|Mother's Residence Zip code and Zip+4|ZIPCODE|"Valid 5+4 digit zipcode; 3 space 3 for Canada; unknown portion left blank; do not include the ""-"""|||||
Fetal Death|255|3733|28|Mother's Residence County (literal)|COUNTYTXT|Valid county literal or blank if unknown|||||
Fetal Death|256|3761|28|Mother's Residence City/Town/Place (literal) |CITYTXT|Valid city/town/place literal or blank if unknown|||||
Fetal Death|257|3789|28|"State| U.S. Territory or Canadian Province of Residence (Mother) - literal"|STATETXT|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|||||
Fetal Death|258|3817|28|Mother's Residence Country (literal)|CNTRYTXT|Valid country literal or blank if unknown|||||
Fetal Death|259|3845|17|Mother's Residence Longitude|LONG|"As coded by state of occurrence.  Commonly coded with space for a negative sign followed by 3 bytes| a decimal divider| and 6 decimal places"|||||
Fetal Death|260|3862|17|Mother's Residence Latitude|LAT|"As coded by state of occurrence.  Commonly coded with space for a negative sign followed by 2 bytes| a decimal divider| and 6 decimal places"|||||
Fetal Death|261|3879|50|Father's Legal First Name|DADFNAME|Free form literal|||||
Fetal Death|262|3929|50|Father's Legal Middle Name|DADMNAME|Free form literal|||||
Fetal Death|263|3979|50|Father's Legal Last Name|DADLNAME|Free form literal|||||
Fetal Death|264|4029|10|Father's Legal Surname Suffix|DADSUFFIX|Valid suffix|||||
Fetal Death|265|4039|9|Mother's Social Security Number|MOM_SSN|9 digit SSN; blank if unknown or not sharable|||||
Fetal Death|266|4048|9|Father's Social Security Number|DAD_SSN|9 digit SSN; blank if unknown or not sharable|||||
Fetal Death|267|4057|2|Mother's Age (Calculated)|MAGE_CALC|"0-98| 99"|||||
Fetal Death|268|4059|2|Father's Age (Calculated)|FAGE_CALC|"0-98| 99"|||||
Fetal Death|269|4061|25|Occupation of Mother|MOM_OC_T|Literal for mother's usual occupation|||||
Fetal Death|270|4086|3|Occupation of Mother (coded)|MOM_OC_C||||||
Fetal Death|271|4089|25|Occupation of Father|DAD_OC_T|Literal for father's usual occupation|||||
Fetal Death|272|4114|3|Occupation of Father (coded)|DAD_OC_C||||||
Fetal Death|273|4117|25|Industry of Mother|MOM_IN_T|Literal for mother's corresponding industry|||||
Fetal Death|274|4142|3|Industry of Mother (coded)|MOM_IN_C||||||
Fetal Death|275|4145|25|Industry of Father|DAD_IN_T|Literal for father's corresponding industry|||||
Fetal Death|276|4170|3|Industry of Father (coded)|DAD_IN_C||||||
Fetal Death|277|4173|2|"State| U.S. Territory or Canadian Province of Birth (Father) - code"|FBPLACD_ST_TER_C|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA                                                                   For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|||||
Fetal Death|278|4175|2|Father's Country of Birth (Code)|FBPLACE_CNT_C|NCHS Instruction Manual: Part 8|||||
Fetal Death|279|4177|28|"State| U.S. Territory or Canadian Province of Birth (Mother) - literal"|MBPLACE_ST_TER_TXT|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|||||
Fetal Death|280|4205|28|Mother's Country of Birth (Literal)|MBPLACE_CNTRY_TXT|"Valid country literal when foreign| otherwise U.S."|||||
Fetal Death|281|4233|28|"State| U.S. Territory or Canadian Province of Birth (Father) - literal"|FBPLACE_ST_TER_TXT|"Valid state| U.S. territory or Canadian province literal| otherwise blank"|||||
Fetal Death|282|4261|28|Father's Country of Birth (Literal)|FBPLACE_CNTRY_TXT|"Valid country literal when foreign| otherwise U.S."|||||
Fetal Death|283|4289|1|Father's Education|FEDUC|"1 = 8th grade or less
2 = 9th through 12th grade; no diploma
3 = High School Graduate or GED Completed
4 = Some college credit| but no degree
5 = Associate Degree
6 = Bachelor's Degree
7 = Master's Degree
8 = Doctorate Degree or Professional Degree
9 = Unknown"|||||
Fetal Death|284|4290|1|Father's Education--Edit Flag|FEDUC_BYPASS|"0 = Edit Passed
1 = Edit Failed| Data Queried and Verified
2 = Edit Failed| Data Queried| but not Verified"|||||
Fetal Death|285|4291|1|Father of Hispanic Origin?--Mexican|FETHNIC1|"N = No| Not Mexican
H = Yes| Mexican
U = Unknown"|||||
Fetal Death|286|4292|1|Father of Hispanic Origin?--Puerto Rican|FETHNIC2|"N = No| Not Puerto Rican
H = Yes| Puerto Rican
U = Unknown"|||||
Fetal Death|287|4293|1|Father of Hispanic Origin?--Cuban|FETHNIC3|"N = No| Not Cuban
H = Yes| Cuban
U = Unknown"|||||
Fetal Death|288|4294|1|Father of Hispanic Origin?--Other|FETHNIC4|"N = No| Not other Hispanic
H = Yes| other Hispanic
U = Unknown"|||||
Fetal Death|289|4295|20|Father of Hispanic Origin?--Other Literal|FETHNIC5|"Literal text| or Blank"|||||
Fetal Death|290|4315|1|Father's Race--White|FRACE1|"Y = Yes| box for race checked
N = No| box for race not checked"|||||
Fetal Death|291|4316|1|Father's Race--Black or African American|FRACE2|"Y| N"|||||
Fetal Death|292|4317|1|Father's Race--American Indian or Alaska Native|FRACE3|"Y| N"|||||
Fetal Death|293|4318|1|Father's Race--Asian Indian|FRACE4|"Y| N"|||||
Fetal Death|294|4319|1|Father's Race--Chinese|FRACE5|"Y| N"|||||
Fetal Death|295|4320|1|Father's Race--Filipino|FRACE6|"Y| N"|||||
Fetal Death|296|4321|1|Father's Race--Japanese|FRACE7|"Y| N"|||||
Fetal Death|297|4322|1|Father's Race--Korean|FRACE8|"Y| N"|||||
Fetal Death|298|4323|1|Father's Race--Vietnamese|FRACE9|"Y| N"|||||
Fetal Death|299|4324|1|Father's Race--Other Asian|FRACE10|"Y| N"|||||
Fetal Death|300|4325|1|Father's Race--Native Hawaiian|FRACE11|"Y| N"|||||
Fetal Death|301|4326|1|Father's Race--Guamanian or Chamorro|FRACE12|"Y| N"|||||
Fetal Death|302|4327|1|Father's Race--Samoan|FRACE13|"Y| N"|||||
Fetal Death|303|4328|1|Father's Race--Other Pacific Islander|FRACE14|"Y| N"|||||
Fetal Death|304|4329|1|Father's Race--Other|FRACE15|"Y| N"|||||
Fetal Death|305|4330|30|Father's Race--First American Indian or Alaska Native Literal|FRACE16|"Literal text| or Blank"|||||
Fetal Death|306|4360|30|Father's Race--Second American Indian or Alaska Native Literal|FRACE17|"Literal text| or Blank"|||||
Fetal Death|307|4390|30|Father's Race--First Other Asian Literal|FRACE18|"Literal text| or Blank"|||||
Fetal Death|308|4420|30|Father's Race--Second Other Asian Literal|FRACE19|"Literal text| or Blank"|||||
Fetal Death|309|4450|30|Father's Race--First Other Pacific Islander Literal|FRACE20|"Literal text| or Blank"|||||
Fetal Death|310|4480|30|Father's Race--Second Other Pacific Islander Literal|FRACE21|"Literal text| or Blank"|||||
Fetal Death|311|4510|30|Father's Race--First Other Literal|FRACE22|"Literal text| or Blank"|||||
Fetal Death|312|4540|30|Father's Race--Second Other Literal|FRACE23|"Literal text| or Blank"|||||
Fetal Death|313|4570|3|Father's Race Tabulation Variable 1E|FRACE1E|Appendix E|||||
Fetal Death|314|4573|3|Father's Race Tabulation Variable 2E|FRACE2E|Appendix E|||||
Fetal Death|315|4576|3|Father's Race Tabulation Variable 3E|FRACE3E|Appendix E|||||
Fetal Death|316|4579|3|Father's Race Tabulation Variable 4E|FRACE4E|Appendix E|||||
Fetal Death|317|4582|3|Father's Race Tabulation Variable 5E|FRACE5E|Appendix E|||||
Fetal Death|318|4585|3|Father's Race Tabulation Variable 6E|FRACE6E|Appendix E|||||
Fetal Death|319|4588|3|Father's Race Tabulation Variable 7E|FRACE7E|Appendix E|||||
Fetal Death|320|4591|3|Father's Race Tabulation Variable 8E|FRACE8E|Appendix E|||||
Fetal Death|321|4594|3|Father's Race Tabulation Variable 16C|FRACE16C|Appendix E|||||
Fetal Death|322|4597|3|Father's Race Tabulation Variable 17C|FRACE17C|Appendix E|||||
Fetal Death|323|4600|3|Father's Race Tabulation Variable 18C|FRACE18C|Appendix E|||||
Fetal Death|324|4603|3|Father's Race Tabulation Variable 19C|FRACE19C|Appendix E|||||
Fetal Death|325|4606|3|Father's Race Tabulation Variable 20C|FRACE20C|Appendix E|||||
Fetal Death|326|4609|3|Father's Race Tabulation Variable 21C|FRACE21C|Appendix E|||||
Fetal Death|327|4612|3|Father's Race Tabulation Variable 22C|FRACE22C|Appendix E|||||
Fetal Death|328|4615|3|Father's Race Tabulation Variable 23C|FRACE23C|Appendix E|||||
Fetal Death|329|4618|3|Mother's Hispanic Code for Literal|METHNIC5C|NCHS Appendix D|||||
Fetal Death|330|4621|3|Mother's Edited Hispanic Origin Code|METHNICE|NCHS Appendix D|||||
Fetal Death|331|4624|2|Mother's Bridged Race - NCHS Code|MRACEBG_C|"01 = White
02 = Black
03 = American Indian/Alaskan Native
04 = Asian Indian
05 = Chinese
06 = Filipino
07 = Japanese
08 = Korean
09 = Vietnamese
10 = Other Asian
11 = Native Hawaiian
12 = Guamanian
13 = Samoan
14 = Other Pacific Islander
15 = Other
21 = Bridged White
22 = Bridged Black
23 = Bridged American Indian/Alaskan Native
24 = Bridged Asian & Pacific Islander"|||||
Fetal Death|332|4626|3|Father's Hispanic Code for Literal|FETHNIC5C|NCHS Appendix D|||||
Fetal Death|333|4629|3|Father's Edited Hispanic Origin Code|FETHNICE|NCHS Appendix D|||||
Fetal Death|334|4632|2|Father's Bridged Race - NCHS Code|FRACEBG_C|"01 = White
02 = Black
03 = American Indian/Alaskan Native
04 = Asian Indian
05 = Chinese
06 = Filipino
07 = Japanese
08 = Korean
09 = Vietnamese
10 = Other Asian
11 = Native Hawaiian
12 = Guamanian
13 = Samoan
14 = Other Pacific Islander
15 = Other
21 = Bridged White
22 = Bridged Black
23 = Bridged American Indian/Alaskan Native
24 = Bridged Asian & Pacific Islander"|||||
Fetal Death|335|4634|15|Mother's Hispanic Origin - Specify|METHNIC_T|"Text| comma delimit multiple entries"|||||
Fetal Death|336|4649|50|Mother's Race - Specify|MRACE_T|"Text| comma delimit multiple entries"|||||
Fetal Death|337|4699|15|Father's Hispanic Origin - Specify|FETHNIC_T|"Text| comma delimit multiple entries"|||||
Fetal Death|338|4714|50|Father's Race - Specify|FRACE_T|"Text| comma delimit multiple entries"|||||
Fetal Death|339|4764|50|Facility Mother Moved From (if transferred)|HOSPFROM|Literal facility name; blank if not transferred|||||
Fetal Death|340|4814|50|Attendant's Name|ATTEND_NAME|Free form literal|||||
Fetal Death|341|4864|12|Attendant's NPI|ATTEND_NPI|National Provider Index (NPI) number of attendant at delivery|||||
Fetal Death|342|4876|20|"Attendant (""Other"" specified text)"|ATTEND_OTH_TXT|"Alpha character string when ""Other"" text is specified"|||||
Fetal Death|343|4896|50|Informant's First Name|INFORMFST||||||
Fetal Death|344|4946|50|Informant's Middle Name|INFORMMID||||||
Fetal Death|345|4996|50|Informant's Last Name|INFORMLST| |||||
Fetal Death|346|5046|1|Informant's Relationship to Fetus|INFORMRELATE|"1 = Mother
2 = Father
3 = Sibling
4 = Other relative
5 = Other
9 = Unknown"|||||
Fetal Death|347|5047|4|Date Signed by Certifier--Year|CERTIFIED_YR|4 digit year (= or > year of delivery);  9999 = unknown|||||
Fetal Death|348|5051|2|Date Signed by Certifier--Month|CERTIFIED_MO|"01-12| 99"|||||
Fetal Death|349|5053|2|Date Signed by Certifier--Day|CERTIFIED_DY|"01-31 (based on month)| 99"|||||
Fetal Death|350|5055|4|Date Filed by Registrar--Year|REGISTER_YR|4 digit year (= or > year of delivery)|||||
Fetal Death|351|5059|2|Date Filed by Registrar--Month|REGISTER_MO|"01-12| 99"|||||
Fetal Death|352|5061|2|Date Filed by Registrar--Day|REGISTER_DY|01-31 (based on month)|||||
Fetal Death|353|5063|1|Replacement (amended) Record|REPLACE|"0=original record; 1=updated record; 2=updated| do not send to NCHS"|||||
Fetal Death|354|5064|1|Blank for One-Byte Field 1|PLACE1_1|alphanumeric|||||
Fetal Death|355|5065|1|Blank for One-Byte Field 2|PLACE1_2|alphanumeric|||||
Fetal Death|356|5066|1|Blank for One-Byte Field 3|PLACE1_3|alphanumeric|||||
Fetal Death|357|5067|1|Blank for One-Byte Field 4|PLACE1_4|alphanumeric|||||
Fetal Death|358|5068|1|Blank for One-Byte Field 5|PLACE1_5|alphanumeric|||||
Fetal Death|359|5069|1|Blank for One-Byte Field 6|PLACE1_6|alphanumeric|||||
Fetal Death|360|5070|8|Blank for Eight-Byte Field 1|PLACE8_1|alphanumeric|||||
Fetal Death|361|5078|8|Blank for Eight-Byte Field 2|PLACE8_2|alphanumeric|||||
Fetal Death|362|5086|8|Blank for Eight-Byte Field 3|PLACE8_3|alphanumeric|||||
Fetal Death|363|5094|20|Blank for Twenty-Byte Field|PLACE20|alphanumeric|||||
Fetal Death|364|5114|450|Blank for future expansion|BLANK|For future expansion or to account for problems missed|||||
Fetal Death|365|5564|437|Blank for Jurisdictional Use Only|BLANK2|For Jurisdictions to share additional internal data with their data partners |||||
Natality|1|1|4|Date of Birth (Infant)--Year|IDOB_YR|4 digit year|||||
Natality|2|5|2|"State| U.S. Territory or Canadian Province of Birth (Infant) - code"|BSTATE|"NCHS Instruction Manual: Part 8
For US Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|||||
Natality|3|7|6|Certificate Number|FILENO|left 0 filled; 000001-999999|||||
Natality|4|13|1|Void flag|VOID|"0 = default; valid record
1 = VOID record"|||||
Natality|5|14|12|Auxiliary State file number|AUXNO|000000000001-999999999999; blank|||||
Natality|6|26|4|Time of Birth|TB|"0000-2359| 9999"|||||
Natality|7|30|1|Sex|ISEX|"M = Male
F = Female
N = Not Yet Determined"|||||
Natality|8|31|2|Date of Birth (Infant)--Month|IDOB_MO|12-Jan|||||
Natality|9|33|2|Date of Birth (Infant)--Day|IDOB_DY|01-31 (based on month)|||||
Natality|10|35|3|County of Birth|CNTYO|NCHS Instruction Manual: Part 8|||||
Natality|11|38|1|Place Where Birth Occurred (type of place or institution)|BPLACE|"1 = Hospital
2 = Freestanding Birth Center
3 = Home (Intended)
4 = Home (Not Intended)
5 = Home (Unknown if Intended)
6 = Clinic/Doctor's Office
7 = Other
9 = Unknown"|||||
Natality|12|39|12|Facility ID (NPI) - if available|FNPI||||||
Natality|13|51|4|Facility ID (State-Assigned)|SFN||||||
Natality|14|55|4|Date of Birth (Mother)--Year|MDOB_YR|4 digit year (< year of birth of child);  9999 = unknown|||||
Natality|15|59|2|Date of Birth (Mother)--Month|MDOB_MO|"01-12| 99"|||||
Natality|16|61|2|Date of Birth (Mother)--Day|MDOB_DY|"01-31 (based on month)| 99"|||||
Natality|17|63|1|Date of Birth (Mother)--Edit Flag|MAGE_BYPASS|"0 = Edit Passed
1 = Data Queried"|||||
Natality|18|64|2|"State| U.S. Territory or Canadian Province of Birth (Mother) - code"|BPLACEC_ST_TER|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA           For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|||||
Natality|19|66|2|Birthplace of Mother--Country|BPLACEC_CNT|NCHS Instruction Manual: Part 8|||||
